Paper,PDF Path,Source URL,Source,License,Redistribution Allowed,Evidence URL,Git Track,Notes
02_Papers/02_Robot_Manipulation/RobotSmith.md,00_Paper_Pool/PDFs/02_Robot_Manipulation/RobotSmith.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/file/9fc291fef2f9607a46777d367f900a15-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/02_Robot_Manipulation/SPIN.md,00_Paper_Pool/PDFs/02_Robot_Manipulation/SPIN.pdf,https://openaccess.thecvf.com/content/CVPR2024/papers/Uppal_SPIN_Simultaneous_Perception_Interaction_and_Navigation_CVPR_2024_paper.pdf,Conference OA,Unconfirmed,Unknown,https://openaccess.thecvf.com/,No,CVF 开放阅读页声明版权和限制仍归权利人；未确认本 PDF 可再次托管。
02_Papers/02_Robot_Manipulation/VidMan.md,00_Paper_Pool/PDFs/02_Robot_Manipulation/VidMan.pdf,https://proceedings.neurips.cc/paper_files/paper/2024/file/481c70828a4ff20d31a646cc6cc95f3d-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/03_Bimanual/2HandedAfforder.md,00_Paper_Pool/PDFs/03_Bimanual/2HandedAfforder.pdf,https://openaccess.thecvf.com/content/ICCV2025/papers/Heidinger_2HandedAfforder_Learning_Precise_Actionable_Bimanual_Affordances_from_Human_Videos_ICCV_2025_paper.pdf,Conference OA,Unconfirmed,Unknown,https://openaccess.thecvf.com/,No,CVF 开放阅读页声明版权和限制仍归权利人；未确认本 PDF 可再次托管。
02_Papers/03_Bimanual/ALOHA_Unleashed.md,00_Paper_Pool/PDFs/03_Bimanual/ALOHA_Unleashed.pdf,https://raw.githubusercontent.com/mlresearch/v270/main/assets/zhao25b/zhao25b.pdf,Conference OA,Unconfirmed,Unknown,https://raw.githubusercontent.com/mlresearch/v270/main/assets/zhao25b/zhao25b.pdf,No,仓库中可下载 PDF 不等于论文 PDF 本体采用代码仓库许可；未确认再分发授权。
02_Papers/03_Bimanual/AnyBimanual.md,00_Paper_Pool/PDFs/03_Bimanual/AnyBimanual.pdf,https://openaccess.thecvf.com/content/ICCV2025/papers/Lu_AnyBimanual_Transferring_Unimanual_Policy_for_General_Bimanual_Manipulation_ICCV_2025_paper.pdf,Conference OA,Unconfirmed,Unknown,https://openaccess.thecvf.com/,No,CVF 开放阅读页声明版权和限制仍归权利人；未确认本 PDF 可再次托管。
02_Papers/03_Bimanual/BimArt.md,00_Paper_Pool/PDFs/03_Bimanual/BimArt.pdf,https://openaccess.thecvf.com/content/CVPR2025/papers/Zhang_BimArt_A_Unified_Approach_for_the_Synthesis_of_3D_Bimanual_CVPR_2025_paper.pdf,Conference OA,Unconfirmed,Unknown,https://openaccess.thecvf.com/,No,CVF 开放阅读页声明版权和限制仍归权利人；未确认本 PDF 可再次托管。
02_Papers/03_Bimanual/COMBO-Grasp.md,00_Paper_Pool/PDFs/03_Bimanual/COMBO-Grasp.pdf,https://raw.githubusercontent.com/mlresearch/v305/main/assets/yamada25a/yamada25a.pdf,Conference OA,Unconfirmed,Unknown,https://raw.githubusercontent.com/mlresearch/v305/main/assets/yamada25a/yamada25a.pdf,No,仓库中可下载 PDF 不等于论文 PDF 本体采用代码仓库许可；未确认再分发授权。
02_Papers/03_Bimanual/Constrained_Bimanual_Planning.md,00_Paper_Pool/PDFs/03_Bimanual/Constrained_Bimanual_Planning.pdf,https://arxiv.org/pdf/2309.08770,arXiv,CC BY 4.0,Yes,https://arxiv.org/abs/2309.08770,Yes,arXiv 摘要页标注 CC BY 4.0；转载应保留作者、来源和许可归属。
02_Papers/03_Bimanual/Diffusion-Based_Imaginative_Coordination_for_Bimanual_Manipulation.md,00_Paper_Pool/PDFs/03_Bimanual/Diffusion-Based_Imaginative_Coordination_for_Bimanual_Manipulation.pdf,https://openaccess.thecvf.com/content/ICCV2025/papers/Xu_Diffusion-Based_Imaginative_Coordination_for_Bimanual_Manipulation_ICCV_2025_paper.pdf,Conference OA,Unconfirmed,Unknown,https://openaccess.thecvf.com/,No,CVF 开放阅读页声明版权和限制仍归权利人；未确认本 PDF 可再次托管。
02_Papers/03_Bimanual/Forecasting_Bimanual_Object_Manipulation_Sequences_from_Unimanual_Observations.md,00_Paper_Pool/PDFs/03_Bimanual/Forecasting_Bimanual_Object_Manipulation_Sequences_from_Unimanual_Observations.pdf,https://ojs.aaai.org/index.php/AAAI/article/download/28266/28523,Conference OA,Unconfirmed,Unknown,https://ojs.aaai.org/index.php/AAAI/article/download/28266/28523,No,AAAI 官方 PDF 可读，但未确认此 PDF 的开放再分发许可。
02_Papers/03_Bimanual/HumanoidGen.md,00_Paper_Pool/PDFs/03_Bimanual/HumanoidGen.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/file/e4ef7454447baa15a424314e6284441b-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/03_Bimanual/Learning_Diverse_Bimanual_Dexterous_Manipulation_Skills_from_Human_Demonstrations.md,00_Paper_Pool/PDFs/03_Bimanual/Learning_Diverse_Bimanual_Dexterous_Manipulation_Skills_from_Human_Demonstrations.pdf,https://ojs.aaai.org/index.php/AAAI/article/download/40127/44088,Conference OA,Unconfirmed,Unknown,https://ojs.aaai.org/index.php/AAAI/article/download/40127/44088,No,AAAI 官方 PDF 可读，但未确认此 PDF 的开放再分发许可。
02_Papers/03_Bimanual/ManipTrans.md,00_Paper_Pool/PDFs/03_Bimanual/ManipTrans.pdf,https://openaccess.thecvf.com/content/CVPR2025/papers/Li_ManipTrans_Efficient_Dexterous_Bimanual_Manipulation_Transfer_via_Residual_Learning_CVPR_2025_paper.pdf,Conference OA,Unconfirmed,Unknown,https://openaccess.thecvf.com/,No,CVF 开放阅读页声明版权和限制仍归权利人；未确认本 PDF 可再次托管。
02_Papers/03_Bimanual/Mobile_ALOHA.md,00_Paper_Pool/PDFs/03_Bimanual/Mobile_ALOHA.pdf,https://raw.githubusercontent.com/mlresearch/v270/main/assets/fu25b/fu25b.pdf,Conference OA,Unconfirmed,Unknown,https://raw.githubusercontent.com/mlresearch/v270/main/assets/fu25b/fu25b.pdf,No,仓库中可下载 PDF 不等于论文 PDF 本体采用代码仓库许可；未确认再分发授权。
02_Papers/03_Bimanual/PPI_Bimanual.md,00_Paper_Pool/PDFs/03_Bimanual/PPI_Bimanual.pdf,https://www.roboticsproceedings.org/rss21/p160.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/03_Bimanual/RDT-1B.md,00_Paper_Pool/PDFs/03_Bimanual/RDT-1B.pdf,https://proceedings.iclr.cc/paper_files/paper/2025/file/49f80e4d2471ad4f2edf4f5f1ab62339-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/03_Bimanual/Reactive_Multiarm_Coordination.md,,https://ieeexplore.ieee.org/document/10758213/,,Unconfirmed,Unknown,,No,未取得可验证、可合法下载的论文 PDF。
02_Papers/03_Bimanual/Rethinking_Bimanual_Robotic_Manipulation_Learning_with_Decoupled_Interaction_Framework.md,00_Paper_Pool/PDFs/03_Bimanual/Rethinking_Bimanual_Robotic_Manipulation_Learning_with_Decoupled_Interaction_Framework.pdf,https://openaccess.thecvf.com/content/ICCV2025/papers/Jiang_Rethinking_Bimanual_Robotic_Manipulation_Learning_with_Decoupled_Interaction_Framework_ICCV_2025_paper.pdf,Conference OA,Unconfirmed,Unknown,https://openaccess.thecvf.com/,No,CVF 开放阅读页声明版权和限制仍归权利人；未确认本 PDF 可再次托管。
02_Papers/03_Bimanual/SafeBimanual.md,00_Paper_Pool/PDFs/03_Bimanual/SafeBimanual.pdf,https://raw.githubusercontent.com/mlresearch/v305/main/assets/deng25c/deng25c.pdf,Conference OA,Unconfirmed,Unknown,https://raw.githubusercontent.com/mlresearch/v305/main/assets/deng25c/deng25c.pdf,No,仓库中可下载 PDF 不等于论文 PDF 本体采用代码仓库许可；未确认再分发授权。
02_Papers/03_Bimanual/TwinVLA.md,00_Paper_Pool/PDFs/03_Bimanual/TwinVLA.pdf,https://proceedings.iclr.cc/paper_files/paper/2026/file/65475a59e2a2cb707c9462e8a308e980-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/03_Bimanual/VoxAct-B.md,00_Paper_Pool/PDFs/03_Bimanual/VoxAct-B.pdf,https://raw.githubusercontent.com/mlresearch/v270/main/assets/liu25i/liu25i.pdf,Conference OA,Unconfirmed,Unknown,https://raw.githubusercontent.com/mlresearch/v270/main/assets/liu25i/liu25i.pdf,No,仓库中可下载 PDF 不等于论文 PDF 本体采用代码仓库许可；未确认再分发授权。
02_Papers/03_Bimanual/YOTO.md,00_Paper_Pool/PDFs/03_Bimanual/YOTO.pdf,https://www.roboticsproceedings.org/rss21/p149.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/04_Dexterous/Cross-Embodiment_Dexterous_Grasping_with_Reinforcement_Learning.md,00_Paper_Pool/PDFs/04_Dexterous/Cross-Embodiment_Dexterous_Grasping_with_Reinforcement_Learning.pdf,https://proceedings.iclr.cc/paper_files/paper/2025/file/ca8c6f28d8ba1e732e3f217ab05c4ec0-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/04_Dexterous/DexHandDiff.md,00_Paper_Pool/PDFs/04_Dexterous/DexHandDiff.pdf,https://openaccess.thecvf.com/content/CVPR2025/papers/Liang_DexHandDiff_Interaction-aware_Diffusion_Planning_for_Adaptive_Dexterous_Manipulation_CVPR_2025_paper.pdf,Conference OA,Unconfirmed,Unknown,https://openaccess.thecvf.com/,No,CVF 开放阅读页声明版权和限制仍归权利人；未确认本 PDF 可再次托管。
02_Papers/04_Dexterous/DextER.md,00_Paper_Pool/PDFs/04_Dexterous/DextER.pdf,https://openaccess.thecvf.com/content/CVPR2026/papers/Lee_DextER_Language-driven_Dexterous_Grasp_Generation_with_Embodied_Reasoning_CVPR_2026_paper.pdf,Conference OA,Unconfirmed,Unknown,https://openaccess.thecvf.com/,No,CVF 开放阅读页声明版权和限制仍归权利人；未确认本 PDF 可再次托管。
02_Papers/04_Dexterous/Dexterous_Grasp_Transformer.md,00_Paper_Pool/PDFs/04_Dexterous/Dexterous_Grasp_Transformer.pdf,https://openaccess.thecvf.com/content/CVPR2024/papers/Xu_Dexterous_Grasp_Transformer_CVPR_2024_paper.pdf,Conference OA,Unconfirmed,Unknown,https://openaccess.thecvf.com/,No,CVF 开放阅读页声明版权和限制仍归权利人；未确认本 PDF 可再次托管。
02_Papers/04_Dexterous/Dexterous_Manipulation_Transfer_via_Progressive_Kinematic-Dynamic_Alignment.md,00_Paper_Pool/PDFs/04_Dexterous/Dexterous_Manipulation_Transfer_via_Progressive_Kinematic-Dynamic_Alignment.pdf,https://ojs.aaai.org/index.php/AAAI/article/download/38874/42836,Conference OA,Unconfirmed,Unknown,https://ojs.aaai.org/index.php/AAAI/article/download/38874/42836,No,AAAI 官方 PDF 可读，但未确认此 PDF 的开放再分发许可。
02_Papers/04_Dexterous/DexTrack.md,00_Paper_Pool/PDFs/04_Dexterous/DexTrack.pdf,https://proceedings.iclr.cc/paper_files/paper/2025/file/d5a1f97d2b922da92e880d13b7d2bf02-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/04_Dexterous/DexUMI.md,00_Paper_Pool/PDFs/04_Dexterous/DexUMI.pdf,https://raw.githubusercontent.com/mlresearch/v305/main/assets/xu25a/xu25a.pdf,Conference OA,Unconfirmed,Unknown,https://raw.githubusercontent.com/mlresearch/v305/main/assets/xu25a/xu25a.pdf,No,仓库中可下载 PDF 不等于论文 PDF 本体采用代码仓库许可；未确认再分发授权。
02_Papers/04_Dexterous/DexVLG.md,00_Paper_Pool/PDFs/04_Dexterous/DexVLG.pdf,https://openaccess.thecvf.com/content/ICCV2025/papers/He_DexVLG_Dexterous_Vision-Language-Grasp_Model_at_Scale_ICCV_2025_paper.pdf,Conference OA,Unconfirmed,Unknown,https://openaccess.thecvf.com/,No,CVF 开放阅读页声明版权和限制仍归权利人；未确认本 PDF 可再次托管。
02_Papers/04_Dexterous/LatentHOI.md,00_Paper_Pool/PDFs/04_Dexterous/LatentHOI.pdf,https://openaccess.thecvf.com/content/CVPR2025/papers/Li_LatentHOI_On_the_Generalizable_Hand_Object_Motion_Generation_with_Latent_CVPR_2025_paper.pdf,Conference OA,Unconfirmed,Unknown,https://openaccess.thecvf.com/,No,CVF 开放阅读页声明版权和限制仍归权利人；未确认本 PDF 可再次托管。
02_Papers/04_Dexterous/Learning_Object-Centric_Motion_Priors_from_Human_for_Robotic_Dexterous_Manipulation.md,00_Paper_Pool/PDFs/04_Dexterous/Learning_Object-Centric_Motion_Priors_from_Human_for_Robotic_Dexterous_Manipulation.pdf,https://ojs.aaai.org/index.php/AAAI/article/download/38892/42854,Conference OA,Unconfirmed,Unknown,https://ojs.aaai.org/index.php/AAAI/article/download/38892/42854,No,AAAI 官方 PDF 可读，但未确认此 PDF 的开放再分发许可。
02_Papers/04_Dexterous/Scaffolding_Dexterous_Manipulation_with_Vision-Language_Models.md,00_Paper_Pool/PDFs/04_Dexterous/Scaffolding_Dexterous_Manipulation_with_Vision-Language_Models.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/file/862644b156e51c35dea5a7446d640b14-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/04_Dexterous/State_Action_Transferability.md,,https://ieeexplore.ieee.org/document/10955245/,,Unconfirmed,Unknown,,No,未取得可验证、可合法下载的论文 PDF。
02_Papers/04_Dexterous/Towards_Affordance-Aware_Robotic_Dexterous_Grasping_with_Human-like_Priors.md,00_Paper_Pool/PDFs/04_Dexterous/Towards_Affordance-Aware_Robotic_Dexterous_Grasping_with_Human-like_Priors.pdf,https://ojs.aaai.org/index.php/AAAI/article/download/38313/42275,Conference OA,Unconfirmed,Unknown,https://ojs.aaai.org/index.php/AAAI/article/download/38313/42275,No,AAAI 官方 PDF 可读，但未确认此 PDF 的开放再分发许可。
02_Papers/04_Dexterous/UniDex.md,00_Paper_Pool/PDFs/04_Dexterous/UniDex.pdf,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_UniDex_A_Robot_Foundation_Suite_for_Universal_Dexterous_Hand_Control_CVPR_2026_paper.pdf,Conference OA,Unconfirmed,Unknown,https://openaccess.thecvf.com/,No,CVF 开放阅读页声明版权和限制仍归权利人；未确认本 PDF 可再次托管。
02_Papers/04_Dexterous/UniGraspTransformer.md,00_Paper_Pool/PDFs/04_Dexterous/UniGraspTransformer.pdf,https://openaccess.thecvf.com/content/CVPR2025/papers/Wang_UniGraspTransformer_Simplified_Policy_Distillation_for_Scalable_Dexterous_Robotic_Grasping_CVPR_2025_paper.pdf,Conference OA,Unconfirmed,Unknown,https://openaccess.thecvf.com/,No,CVF 开放阅读页声明版权和限制仍归权利人；未确认本 PDF 可再次托管。
02_Papers/05_Sim2Real/Generalizable_Domain_Adaptation_for_Sim-and-Real_Policy_Co-Training.md,00_Paper_Pool/PDFs/05_Sim2Real/Generalizable_Domain_Adaptation_for_Sim-and-Real_Policy_Co-Training.pdf,https://proceedings.neurips.cc/paper_files/paper/2025/file/1185c89347a3f21ffc48c9d083c9437c-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/05_Sim2Real/Rapidly_Adapting_Policies_to_the_Real-World_via_Simulation-Guided_Fine-Tuning.md,00_Paper_Pool/PDFs/05_Sim2Real/Rapidly_Adapting_Policies_to_the_Real-World_via_Simulation-Guided_Fine-Tuning.pdf,https://proceedings.iclr.cc/paper_files/paper/2025/file/e68274fc4f158dbcbd4dddc672f7ee9c-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/05_Sim2Real/Sim-to-Real_Reinforcement_Learning_for_Vision-Based_Dexterous_Manipulation_on_Humanoids.md,00_Paper_Pool/PDFs/05_Sim2Real/Sim-to-Real_Reinforcement_Learning_for_Vision-Based_Dexterous_Manipulation_on_Humanoids.pdf,https://raw.githubusercontent.com/mlresearch/v305/main/assets/lin25c/lin25c.pdf,Conference OA,Unconfirmed,Unknown,https://raw.githubusercontent.com/mlresearch/v305/main/assets/lin25c/lin25c.pdf,No,仓库中可下载 PDF 不等于论文 PDF 本体采用代码仓库许可；未确认再分发授权。
02_Papers/05_Sim2Real/Sim2Real-VLA.md,00_Paper_Pool/PDFs/05_Sim2Real/Sim2Real-VLA.pdf,https://edem-ai.github.io/sim2realvla.github.io/static/paper/Sim2Real_VLA1_2025.pdf,Project/Author,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/06_Diffusion_Flow_IL_RL/3D_Diffuser_Actor.md,00_Paper_Pool/PDFs/06_Diffusion_Flow_IL_RL/3D_Diffuser_Actor.pdf,https://raw.githubusercontent.com/mlresearch/v270/main/assets/ke25a/ke25a.pdf,Conference OA,Unconfirmed,Unknown,https://raw.githubusercontent.com/mlresearch/v270/main/assets/ke25a/ke25a.pdf,No,仓库中可下载 PDF 不等于论文 PDF 本体采用代码仓库许可；未确认再分发授权。
02_Papers/06_Diffusion_Flow_IL_RL/Action_Chunking_and_Data_Augmentation_Yield_Exponential_Improvements_in_Behavior_Cloning_f.md,00_Paper_Pool/PDFs/06_Diffusion_Flow_IL_RL/Action_Chunking_and_Data_Augmentation_Yield_Exponential_Improvements_in_Behavior_Cloning_f.pdf,https://proceedings.iclr.cc/paper_files/paper/2026/file/cd96cb9a239c37b39dbf34f3f5a4c56f-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/06_Diffusion_Flow_IL_RL/AR-VRM.md,00_Paper_Pool/PDFs/06_Diffusion_Flow_IL_RL/AR-VRM.pdf,https://openaccess.thecvf.com/content/ICCV2025/papers/Yang_AR-VRM_Imitating_Human_Motions_for_Visual_Robot_Manipulation_with_Analogical_ICCV_2025_paper.pdf,Conference OA,Unconfirmed,Unknown,https://openaccess.thecvf.com/,No,CVF 开放阅读页声明版权和限制仍归权利人；未确认本 PDF 可再次托管。
02_Papers/06_Diffusion_Flow_IL_RL/AutoCGP.md,00_Paper_Pool/PDFs/06_Diffusion_Flow_IL_RL/AutoCGP.pdf,https://proceedings.iclr.cc/paper_files/paper/2025/file/6eed1e1d5ed52deee53234786998245e-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/06_Diffusion_Flow_IL_RL/BAKU.md,00_Paper_Pool/PDFs/06_Diffusion_Flow_IL_RL/BAKU.pdf,https://proceedings.neurips.cc/paper_files/paper/2024/file/ff887781480973bd3cb6026feb378d1e-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
02_Papers/06_Diffusion_Flow_IL_RL/Bidirectional_Decoding.md,00_Paper_Pool/PDFs/06_Diffusion_Flow_IL_RL/Bidirectional_Decoding.pdf,https://proceedings.iclr.cc/paper_files/paper/2025/file/0d78dd998f7b9ac79604d47a2d79bb0d-Paper-Conference.pdf,Conference OA,Unconfirmed,Unknown,,No,公开可读不等于允许再分发；PDF 仅本地保存。
